"IP","Categories","ReportDate","Comment"
"36.88.125.130","4,19","2024-11-28T14:10:46+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.189.250.65","4,19","2024-11-28T14:10:46+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"113.199.238.24","4,19","2024-11-28T14:10:47+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"36.73.184.166","4,19","2024-11-28T14:10:48+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"133.242.203.223","4,19","2024-11-28T14:10:48+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"38.43.133.35","4,19","2024-11-28T14:10:48+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"165.155.170.51","4,19","2024-11-28T14:10:48+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"110.136.147.147","4,19","2024-11-28T14:11:23+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"116.147.36.191","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"45.92.229.165","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"41.59.112.250","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"78.244.31.163","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"121.8.215.106","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"49.179.117.136","4,19","2024-11-28T14:10:49+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"79.121.102.227","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"61.5.28.129","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.167.170.18","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"177.234.192.14","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"94.245.176.196","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"222.188.78.38","4,19","2024-11-28T14:10:50+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"3.39.249.150","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"27.147.144.230","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.161.162.14","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.133.27.143","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"159.223.74.131","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"159.146.1.194","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.157.78.162","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"49.37.24.137","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"120.28.33.170","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"165.155.163.80","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"36.66.130.147","4,19","2024-11-28T14:10:51+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"212.118.52.44","4,19","2024-11-28T14:10:52+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"197.248.86.237","4,19","2024-11-28T14:10:52+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"8.219.64.236","4,19","2024-11-28T14:10:52+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"177.69.214.155","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"190.25.99.69","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"61.160.247.69","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"146.190.80.158","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"183.60.253.133","4,19","2024-11-28T14:10:54+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"102.213.84.250","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"182.44.114.80","4,19","2024-11-28T14:10:53+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"168.232.28.150","4,19","2024-11-28T14:10:54+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"116.21.252.222","4,19","2024-11-28T14:10:54+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"119.252.173.26","4,19","2024-11-28T14:10:54+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"24.233.3.123","4,19","2024-11-28T14:10:54+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"145.40.73.109","4,19","2024-11-28T14:10:55+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"185.172.212.233","4,19","2024-11-28T14:10:55+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"112.78.155.211","4,19","2024-11-28T14:10:55+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"84.252.114.4","4,19","2024-11-28T14:10:55+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"114.142.182.207","4,19","2024-11-28T14:10:55+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"157.20.244.189","4,19","2024-11-28T14:10:56+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"165.155.169.68","4,19","2024-11-28T14:10:56+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.247.21.46","4,19","2024-11-28T14:10:57+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.131.19.45","4,19","2024-11-28T14:10:56+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"176.56.139.57","4,19","2024-11-28T14:10:56+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"129.153.197.111","4,19","2024-11-28T14:10:57+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"121.227.183.148","4,19","2024-11-28T14:11:01+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"20.55.69.234","4,19","2024-11-28T14:10:57+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"190.86.106.222","4,19","2024-11-28T14:10:58+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"125.163.47.152","4,19","2024-11-28T14:10:58+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"190.12.95.170","4,19","2024-11-28T14:10:58+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.189.249.140","4,19","2024-11-28T14:10:58+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"47.251.43.115","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.135.208.128","4,19","2024-11-28T14:10:58+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"190.115.3.141","4,19","2024-11-28T14:11:28+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"102.209.78.179","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"128.199.121.61","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.190.171.197","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"43.251.84.242","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"114.218.165.20","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"14.103.144.218","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.147.87.12","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"91.185.58.65","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.187.86.23","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"176.32.35.11","4,19","2024-11-28T14:10:59+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"182.253.115.130","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"45.191.188.70","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.182.213.178","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"144.91.75.156","4,19","2024-11-28T14:11:00+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"43.201.51.219","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.9.188.228","4,19","2024-11-28T14:11:01+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.170.100.96","4,19","2024-11-28T14:11:01+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"187.111.144.102","4,19","2024-11-28T14:11:01+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"136.227.195.83","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"162.212.152.160","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"2a06:1301:4050:100:0:70:251:0","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.187.113.165","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"123.200.14.194","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"129.227.150.84","4,19","2024-11-28T14:11:02+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.194.172.186","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"203.150.128.233","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"221.219.96.170","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"27.145.54.128","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"14.47.70.137","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"37.37.34.207","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"202.65.173.39","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.147.118.142","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"58.147.186.226","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"190.61.106.97","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"181.10.181.99","4,19","2024-11-28T14:11:03+01:00","DDoS Attack (210.00 rps): HTTP requests trying to impersonate browsers. UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
